"Accession_ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"1692"	"HQ673111"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1693"	"HQ673116"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1694"	"HQ673191"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bacteriovoracaceae"	"uncultured"	"uncultured bacterium"
"1695"	"HQ673263"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1696"	"HQ673281"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"IheB2-23"	"uncultured bacterium"	NA
"1697"	"HQ673294"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1698"	"HQ673304"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1699"	"HQ673348"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1700"	"HQ673398"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Sva0996 marine group"	"uncultured bacterium"	NA
"1701"	"HQ673401"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1702"	"HQ673461"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"JL-ETNP-Y6"	"uncultured bacterium"	NA
"1703"	"HQ673625"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1704"	"HQ673674"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1705"	"HQ673710"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1706"	"HQ673722"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1707"	"HQ673751"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Chthoniobacterales"	"FukuN18 freshwater group"	"uncultured bacterium"	NA
"1708"	"HQ673753"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"MB11C04 marine group"	"uncultured bacterium"	NA	NA
"1709"	"HQ673764"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1710"	"HQ673817"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Nitrospinaceae"	"Nitrospina"	"uncultured bacterium"
"1711"	"HQ673826"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1712"	"HQ673863"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1713"	"HQ673871"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1714"	"HQ673908"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"1715"	"HQ673932"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1716"	"HQ673946"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1717"	"HQ673970"	"Bacteria"	"Chloroflexi"	"SAR202 clade"	"uncultured bacterium"	NA	NA	NA
"1718"	"HQ673996"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1719"	"HQ674058"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured bacterium"
"1720"	"HQ674119"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"uncultured"	"uncultured bacterium"	NA
"1721"	"HQ674186"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1722"	"HQ674196"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1723"	"HQ674234"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1724"	"HQ425779"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Marinobacter"	"Marinobacter sp. MBRI 15"
"1725"	"HQ696525"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Marinobacter"	"actinobacterium YH66"
"1726"	"HQ697790"	"Bacteria"	"Proteobacteria"	"SPOTSOCT00m83"	"uncultured bacterium"	NA	NA	NA
"1727"	"HQ529794"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group III"	"uncultured archaeon"	NA
"1728"	"HQ529815"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group III"	"uncultured archaeon"	NA
"1729"	"HQ529849"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Marine Group II"	"uncultured archaeon"	NA
"1730"	"HQ729977"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured marine bacterium"	NA
"1731"	"HQ652527"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1732"	"HQ671769"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1733"	"HQ671787"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"1734"	"HQ671808"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Cryomorphaceae"	"NS10 marine group"	"uncultured bacterium"
"1735"	"HQ671824"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1736"	"HQ671828"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"uncultured"	"uncultured bacterium"
"1737"	"HQ671844"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1738"	"HQ671860"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured bacterium"
"1739"	"HQ671862"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1740"	"HQ671881"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1741"	"HQ671782"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1742"	"HQ671887"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1743"	"HQ671792"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1744"	"HQ671796"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1745"	"HQ671898"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"1746"	"HQ671903"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1747"	"HQ671810"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"OM75 clade"	"uncultured bacterium"
"1748"	"HQ671819"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"1749"	"HQ671954"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Sufflavibacter"	"uncultured bacterium"
"1750"	"HQ671847"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1751"	"HQ671990"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured bacterium"
"1752"	"HQ671886"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1753"	"HQ671891"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"1754"	"HQ671943"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"uncultured bacterium"
"1755"	"HQ672028"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1756"	"HQ671977"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Magnetospira"	"uncultured bacterium"
"1757"	"HQ672035"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1758"	"HQ672037"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Arenicella"	"uncultured bacterium"
"1759"	"HQ671996"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1760"	"HQ672090"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Magnetospira"	"uncultured bacterium"
"1761"	"HQ672103"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"1762"	"HQ672093"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1763"	"HQ672147"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1764"	"HQ672153"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1765"	"HQ672155"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1766"	"HQ672200"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"1767"	"HQ672169"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1768"	"HQ672179"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseobacter clade OCT lineage"	"uncultured bacterium"
"1769"	"HQ672216"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"1770"	"HQ672199"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1771"	"HQ672252"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1772"	"HQ672258"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1773"	"HQ672277"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1774"	"HQ672250"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1775"	"HQ672297"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1776"	"HQ672313"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1777"	"HQ672324"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1778"	"HQ672335"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1779"	"HQ672389"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"MNG7"	"uncultured bacterium"	NA
"1780"	"HQ672405"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1781"	"HQ672443"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1782"	"HQ672445"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1783"	"HQ672455"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1784"	"HQ672469"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1785"	"HQ672505"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1786"	"HQ672545"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1787"	"HQ672522"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1788"	"HQ672555"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS2b marine group"	"uncultured bacterium"
"1789"	"HQ672532"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1790"	"HQ672567"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"uncultured"	"uncultured bacterium"	NA
"1791"	"HQ672574"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1792"	"HQ672634"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1793"	"HQ672606"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1794"	"HQ672669"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1795"	"HQ672697"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Nitrospinaceae"	"Nitrospina"	"uncultured bacterium"
"1796"	"HQ672705"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1797"	"HQ672724"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured bacterium"	NA
"1798"	"HQ672727"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1799"	"HQ672748"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured bacterium"
"1800"	"HQ672778"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1801"	"HQ672840"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"ZD0405"	"uncultured bacterium"	NA
"1802"	"HQ672849"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1803"	"HQ672935"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1804"	"HQ672974"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"EC3"	"uncultured bacterium"	NA	NA
"1805"	"HQ672889"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1806"	"HQ672984"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1807"	"HQ673060"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1808"	"HQ673064"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1809"	"HQ673068"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured bacterium"
"1810"	"HQ673078"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1811"	"HQ673013"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1812"	"HQ673071"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1813"	"HQ673115"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1814"	"HQ673137"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 4"	"uncultured bacterium"	NA
"1815"	"HQ673169"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1816"	"HQ673322"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1817"	"HQ673396"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1818"	"HQ673407"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1819"	"HQ673514"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1820"	"HQ673566"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Salinisphaerales"	"Salinisphaeraceae"	"ZD0417 marine group"	"uncultured bacterium"
"1821"	"HQ673415"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Sufflavibacter"	"uncultured bacterium"
"1822"	"HQ673423"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"ZD0405"	"uncultured bacterium"	NA
"1823"	"HQ673626"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1824"	"HQ673719"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1825"	"HQ673746"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Nitrospinaceae"	"Nitrospina"	"uncultured bacterium"
"1826"	"HQ673582"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1827"	"HQ673759"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1828"	"HQ673606"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"JL-ETNP-Y6"	"uncultured bacterium"	NA
"1829"	"HQ673801"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1830"	"HQ673820"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1831"	"HQ673647"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS2b marine group"	"uncultured bacterium"
"1832"	"HQ673662"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"1833"	"HQ673684"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KI89A clade"	"uncultured bacterium"	NA	NA
"1834"	"HQ673726"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1835"	"HQ673742"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169 marine group"	"uncultured bacterium"
"1836"	"HQ673747"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"JL-ETNP-Y6"	"uncultured bacterium"	NA
"1837"	"HQ673864"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1838"	"HQ673878"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1839"	"HQ673770"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1840"	"HQ673788"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1841"	"HQ673914"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1842"	"HQ673947"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured bacterium"
"1843"	"HQ673832"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1844"	"HQ673841"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1845"	"HQ673968"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1846"	"HQ673846"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1847"	"HQ673904"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1848"	"HQ673916"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1849"	"HQ674047"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1850"	"HQ674077"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1851"	"HQ674120"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1852"	"HQ674163"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"1853"	"HQ674207"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1854"	"HQ674039"	"Bacteria"	"Verrucomicrobia"	"Arctic97B-4 marine group"	"uncultured bacterium"	NA	NA	NA
"1855"	"HQ674105"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1856"	"HQ674321"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1857"	"HQ674324"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1858"	"HQ674145"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured bacterium"
"1859"	"HQ674170"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"MB11C04 marine group"	"uncultured bacterium"	NA	NA
"1860"	"HQ674203"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1861"	"HQ674478"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"AEGEAN-169 marine group"	"uncultured bacterium"
"1862"	"HQ674511"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1863"	"HQ674246"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"1864"	"HQ674277"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Magnetospira"	"uncultured bacterium"
"1865"	"HQ674611"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1866"	"HQ674322"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"Candidatus Pelagibacter"	"uncultured bacterium"
"1867"	"JF268338"	"Archaea"	"Thaumarchaeota"	"Marine Group I"	"uncultured archaeon"	NA	NA	NA
"1868"	"JF272172"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"uncultured"	"uncultured bacterium"
